invoice_no,transaction_value,unique_products
552638,78.05,5
552640,19.5,2
552641,152.5,3
552642,51.0,1
552643,68.85,5
552644,300.6,3
552646,88.9,1
552647,16.5,1
552648,195.0,1
552649,18.0,1
552651,11.9,1
552652,87.1,7
552654,15.75,2
552655,75.4,7
552656,364.65,8
552658,90.6,6
552661,234.5,2
552664,71.4,1
552669,136.1,7
552690,202.15,9
552692,71.4,2
552694,291.7,12
552695,59.5,2
552696,62.5,4
552703,72.0,5
552708,79.5,5
552710,636.9,10
552712,193.85,10
552714,48.6,2
552715,54.0,2
552721,301.3,6
552723,124.0,4
552724,378.78,11
552726,31.8,2
552727,163.7,9
552728,394.2,1
552730,140.55,7
552731,67.8,2
552732,16.95,1
552734,13.9,1
552769,46.25,6
552770,53.2,2
552802,9.95,1
552803,186.75,12
552804,187.45,9
552806,23.0,1
552811,98.85,3
552813,136.55,7
552814,71.9,1
552815,16.95,1
552816,81.05,6
552817,125.8,5
552818,82.5,2
552819,511.5,7
552820,37.75,2
552821,67.25,8
552822,32.15,2
552823,7.95,1
552824,193.5,11
552825,50.3,3
552826,396.05,15
552828,38.0,2
552829,66.55,6
552830,182.0,2
552831,97.4,5
552835,12.5,1
552839,307.6,18
552842,33.25,2
552843,111.7,6
552844,36.0,1
552845,166.2,2
552846,18.0,1
552847,96.65,6
552851,155.4,2
552852,119.9,11
552853,9.95,1
552860,47.4,5
552861,12.75,1
552864,84.9,2
552867,512.08,9
552869,78.15,4
552870,26.6,1
552871,75.8,2
552872,472.5,7
552873,26.5,2
552874,190.6,3
552878,144.0,1
552881,31.8,1
552882,327.4,2
552883,1471.8,9
552884,34.9,2
552886,15.9,1
552888,1584.0,3
552890,214.05,2
552891,378.95,4
552893,166.1,3
552894,12.75,1
552905,145.5,7
552945,56.4,1
552946,178.7,3
552947,172.1,5
552949,277.85,10
552950,224.55,10
552951,51.05,4
552955,244.3,3
552956,174.8,9
552957,83.0,3
552958,361.4,8
552959,6.75,1
552961,47.4,3
552962,32.9,2
552964,69.15,4
552965,62.05,3
552968,134.7,8
552969,134.2,6
552972,63.35,4
552974,25.0,1
552975,97.45,6
552977,12.75,1
552978,1027.86,8
552980,523.0,1
552988,175.2,1
552990,89.1,4
553001,51.0,1
553002,31.45,2
553004,42.5,2
553005,154.25,11
553008,19.9,1
553009,13.5,1
553011,105.15,6
553012,266.7,5
553014,69.05,5
553015,22.9,2
553017,33.8,3
553018,557.72,1
553021,197.4,4
553022,59.8,1
553034,148.55,7
553035,133.65,12
553037,422.4,2
553038,19.9,1
553040,135.0,2
553042,47.7,1
553044,102.6,4
553045,488.05,2
553046,31.8,2
553048,158.1,7
553050,45.4,2
553052,157.6,2
553053,209.65,6
553054,40.8,4
553055,49.5,1
553056,16.95,1
553057,50.85,3
553060,97.0,3
553061,91.45,6
553064,23.4,2
553067,470.3,17
553074,31.95,2
553088,76.9,4
553093,67.5,1
553102,629.1,1
553120,492.4,8
553125,136.5,5
553129,7.95,1
553130,136.35,7
553134,49.5,3
553140,17.85,1
553141,69.0,8
553142,54.15,4
553143,64.05,4
553145,232.8,2
553146,172.75,8
553149,133.5,2
553151,102.2,3
553152,145.5,5
553154,175.2,1
553155,34.0,1
553156,32.15,4
553158,269.15,9
553159,29.0,2
553161,145.8,6
553164,8.5,1
553165,75.1,5
553166,277.9,11
553168,254.0,4
553169,67.5,1
553172,132.0,4
553173,96.2,6
553174,36.9,4
553176,7.95,1
553179,17.0,1
553180,30.95,2
553182,1279.6,23
553184,126.8,12
553185,122.3,3
553187,7.95,1
553189,104.7,7
553190,43.35,4
553191,136.08,4
553193,72.7,4
553194,49.5,4
553195,18.0,1
553196,30.85,3
553197,6.75,1
553198,66.95,2
553199,99.85,7
553200,52.95,3
553201,5.95,1
553202,7.95,1
553203,287.6,7
553204,35.6,4
553205,126.25,3
553206,999.58,14
553207,117.05,4
553208,369.78,5
553210,273.15,4
553211,37.75,2
553214,205.2,2
553215,166.88,3
553217,306.0,1
553219,50.7,3
553220,112.25,3
553221,30.0,2
553225,49.9,2
553226,63.5,2
553227,72.2,2
553228,114.1,7
553229,63.55,3
553315,319.5,7
553316,57.8,2
553317,148.08,3
553339,888.28,7
553340,160.5,3
553341,126.6,6
553342,16.95,1
553343,175.85,9
553345,68.0,3
553346,141.45,5
553347,255.9,11
553348,204.35,6
553351,47.1,5
553352,152.4,7
553357,30.0,1
553363,54.0,3
553368,1584.6,2
553369,297.05,15
553374,23.0,1
553375,507.5,11
553377,40.5,1
553380,195.0,1
553381,82.65,3
553382,87.68,2
553384,93.2,7
553385,70.35,7
553386,116.8,4
553388,27.95,3
553390,136.95,12
553392,158.4,2
553403,95.4,2
553404,73.5,3
553405,119.0,1
553408,111.3,2
553411,149.25,7
553412,15.9,1
553415,68.65,3
553417,115.05,7
553419,30.65,2
553420,78.25,5
553423,25.95,2
553461,215.35,11
553462,162.05,3
553463,239.4,9
553464,97.8,1
553469,203.76,1
553470,2756.62,4
553471,2201.38,7
553472,384.25,6
553475,192.6,1
553476,307.3,6
553477,104.1,4
553485,71.5,5
553487,37.5,1
553488,49.2,4
553489,60.05,4
553490,9.95,1
553491,35.7,2
553496,82.6,4
553497,51.0,1
553498,44.5,3
553499,193.55,4
553503,28.64,4
553504,109.4,6
553505,298.6,14
553507,56.8,3
553509,16.5,2
553515,33.55,2
553520,35.45,2
553522,19.9,2
553524,166.15,12
553526,77.15,7
553527,295.35,8
553537,35.75,2
553540,597.12,6
553546,1024.2,10
553547,89.9,2
553550,850.0,1
553553,63.5,2
553556,29.85,2
553559,293.0,1
553565,32.6,2
553566,202.9,7
553567,32.85,1
553570,213.3,10
553571,118.2,5
553572,134.35,6
553575,110.95,6
553577,113.8,3
553578,23.8,1
553585,48.8,2
553607,447.0,3
553612,14.95,1
553614,97.8,1
553625,405.0,1
553638,163.75,10
553653,80.25,2
553655,41.1,3
553657,62.55,7
553658,55.1,4
553661,255.2,8
553662,111.4,6
553663,13.7,2
553664,39.3,4
553666,36.0,1
553668,227.95,9
553670,119.6,2
553671,110.4,7
553672,43.6,3
553673,362.0,8
553674,40.0,1
553676,136.0,1
553679,144.5,3
553680,75.4,3
553681,50.35,2
553682,60.0,1
553684,97.8,1
553685,206.2,11
553686,595.75,15
553689,272.4,2
553690,108.0,1
553691,48.45,5
553702,29.75,3
553703,156.25,9
553707,202.5,3
553709,237.0,4
553710,52.75,2
553711,301.4,7
553712,197.7,4
553714,151.2,10
553720,176.0,7
553721,170.73,5
553722,25.5,1
553724,80.35,4
553725,108.4,6
553727,38.25,2
553730,34.0,1
553731,173.45,4
553734,115.2,2
553737,54.75,1
553738,79.5,3
553739,351.4,11
553740,45.3,3
553741,144.7,3
553747,39.0,3
553750,28.65,2
553751,93.0,6
553752,13.5,1
553753,130.8,2
553754,40.45,2
553762,19.9,1
553765,53.55,2
553781,31.8,1
553828,278.65,6
553831,720.9,20
553832,12.5,1
553833,25.2,2
553834,441.5,3
553835,101.7,2
553838,39.8,2
553842,36.0,1
553843,48.5,2
553845,238.1,6
553846,81.75,1
553850,25.5,1
553852,76.85,4
553853,84.05,5
553855,178.5,5
553856,5.95,1
553859,221.5,10
553860,8.25,1
553861,201.75,7
553863,74.7,7
553864,16.5,2
553869,283.1,7
553872,68.6,4
553874,16.5,1
553878,94.5,2
553879,356.4,10
553884,160.8,3
553885,90.8,4
553886,123.6,5
553887,32.7,2
553888,16.35,1
553889,168.6,7
553893,79.15,4
553894,419.0,9
553896,146.0,6
553897,114.3,5
553899,231.95,3
553900,59.7,2
553901,434.35,9
553902,48.55,3
553907,53.0,3
553909,64.35,3
553911,76.7,4
553912,12.5,1
553913,256.1,15
553915,63.6,3
553916,13.9,1
553917,25.85,2
553919,166.8,2
553920,162.3,4
553921,73.45,3
553922,79.4,3
553925,199.9,4
553931,153.3,6
553932,15.3,1
553933,23.8,1
553936,15.9,1
553937,80.6,5
553938,54.0,3
553941,161.85,11
553942,241.95,6
553946,335.1,15
553952,59.8,1
553979,76.2,1
553996,50.9,3
553997,227.7,5
554000,19.9,1
554003,175.2,1
554007,8.25,1
554008,19.9,1
554009,59.7,2
554013,176.05,3
554015,103.05,6
554016,120.05,6
554018,31.8,2
554019,86.7,6
554026,175.2,1
554027,74.0,2
554028,308.2,7
554030,106.1,5
554031,12.5,1
554032,130.8,1
554035,33.9,1
554036,67.5,2
554037,418.6,1
554038,109.8,6
554039,32.4,2
554040,36.65,2
554042,19.9,1
554043,77.75,5
554055,16.5,1
554057,12.75,1
554058,83.45,6
554059,42.0,2
554062,29.9,1
554063,300.0,1
554064,183.6,2
554065,34.0,1
554066,312.5,5
554067,13.5,1
554069,161.65,9
554070,93.0,4
554071,1708.25,2
554072,71.7,1
554073,16.95,1
554074,111.45,3
554075,57.65,3
554076,136.55,9
554077,27.4,2
554079,61.3,4
554080,8.5,1
554081,67.5,1
554082,18.15,2
554083,6.95,1
554084,382.4,5
554086,29.0,2
554088,64.68,1
554089,156.7,9
554090,11.95,1
554092,39.5,2
554093,17.85,1
554094,33.35,3
554096,21.8,2
554097,349.5,9
554098,653.35,39
554099,29.7,2
554103,39.75,3
554104,215.95,6
554105,46.8,3
554106,128.8,4
554107,47.7,3
554108,21.85,2
554109,111.0,5
554110,19.9,1
554111,35.7,1
554112,61.85,7
554113,62.45,3
554114,78.6,6
554116,46.8,3
554117,105.1,5
554118,31.95,2
554119,34.0,1
554121,43.35,2
554122,63.6,4
554123,85.75,3
554124,320.7,19
554125,80.8,3
554126,178.3,7
554130,204.0,1
554131,283.4,8
554132,429.1,4
554134,36.0,1
554135,19.9,1
554137,81.75,4
554139,351.9,13
554142,169.0,3
554146,52.35,3
554147,78.9,4
554151,464.85,17
554155,1241.98,1
554158,67.6,2
554159,131.7,3
554160,90.1,9
554161,34.0,2
554163,117.4,9
554164,119.0,1
554181,166.7,6
554202,25.5,1
554261,72.65,5
554264,25.5,1
554268,5.95,1
554270,92.75,5
554274,79.65,3
554275,120.65,12
554278,127.55,8
554280,50.0,1
554281,102.45,6
554282,304.8,1
554283,216.1,9
554286,215.8,10
554289,54.0,4
554301,1241.98,1
554305,557.72,1
554306,118.0,3
554307,202.5,1
554315,53.9,2
554323,42.5,1
554324,76.0,3
554325,84.4,3
554326,86.75,7
554329,251.6,4
554337,49.75,1
554347,111.5,3
554348,1108.25,32
554349,31.8,2
554350,19.9,1
554353,697.6,5
554354,16.5,1
554355,53.9,3
554356,36.0,1
554359,43.35,2
554362,82.5,4
554363,73.75,3
554367,49.05,1
554368,55.65,3
554371,65.65,2
554372,69.55,5
554375,104.8,5
554376,46.75,4
554379,166.0,2
554380,390.1,5
554381,67.8,2
554382,43.75,3
554392,111.85,3
554415,285.6,12
554424,85.65,7
554441,48.6,3
554465,49.65,3
554483,60.45,4
554484,34.0,1
554485,29.95,1
554487,71.55,5
554489,87.5,3
554490,118.45,7
554491,19.9,2
554492,17.9,1
554494,151.55,7
554496,59.5,1
554497,23.9,1
554498,11.9,1
554502,95.4,4
554503,206.4,3
554504,126.35,6
554509,50.85,6
554510,318.9,4
554515,89.25,2
554520,363.4,3
554542,66.4,4
554543,11.5,1
554549,99.3,6
554555,126.8,4
554556,184.5,5
554557,154.35,10
554560,193.0,10
554561,19.9,1
554570,141.95,9
554579,331.8,2
554598,39.3,6
554603,166.55,7
554617,21.0,2
554628,155.64,11
554635,32.7,2
554636,301.0,5
554637,23.0,1
554641,82.5,1
554643,285.5,3
554644,16.85,2
554646,31.2,2
554648,86.9,3
554650,101.7,4
554651,381.2,13
554654,232.2,6
554655,71.4,1
554656,124.45,4
554658,19.9,1
554663,5.95,1
554664,31.8,1
554666,19.9,1
554668,17.0,1
554670,51.0,3
554671,72.6,4
554674,135.0,2
554682,79.45,5
554684,50.5,2
554695,17.0,1
554697,53.65,4
554699,54.0,1
554701,121.2,6
554702,80.55,5
554704,210.85,10
554708,70.55,4
554711,18.0,1
554712,76.4,3
554718,106.85,6
554762,80.85,3
554765,154.4,10
554770,100.5,4
554788,168.65,7
554792,28.0,1
554794,102.5,5
554795,15.9,1
554798,23.0,1
554808,91.05,6
554809,48.45,2
554810,271.85,4
554812,19.9,1
554813,51.0,3
554814,152.65,8
554816,72.3,2
554817,172.8,10
554820,33.9,1
554822,66.05,3
554823,83.2,6
554824,165.05,3
554825,39.95,1
554826,65.65,3
554827,1434.6,7
554832,25.5,1
554835,24.95,2
554836,363.65,5
554837,123.85,6
554839,114.0,6
554840,36.0,1
554842,96.55,5
554844,33.0,2
554850,248.5,4
554858,16.5,1
554859,503.2,4
554860,164.45,9
554861,188.9,7
554865,59.25,3
554866,91.95,4
554906,182.2,7
554916,10.9,2
554917,289.9,15
554918,22.9,2
554920,224.45,13
554921,350.4,1
554923,79.5,1
554927,111.3,5
554929,17.85,1
554932,76.5,1
554933,81.25,7
554934,34.0,1
554935,164.5,7
554937,190.45,11
554938,107.4,3
554940,59.45,3
554942,26.7,4
554943,67.5,1
554946,76.4,5
554949,47.7,3
554950,99.4,5
554952,51.0,1
554954,18.75,1
554955,27.0,1
554963,230.85,13
554964,103.55,11
554965,49.75,1
554966,71.4,1
554968,55.4,5
554969,109.25,4
554974,587.8,10
554975,220.5,3
554976,17.25,1
554977,26.3,3
554978,48.05,3
554981,35.25,2
554984,218.0,2
554985,149.35,6
554986,17.0,1
554987,35.95,4
554991,69.45,8
554992,8.95,1
554993,9.95,1
554994,26.4,3
554995,89.15,5
554996,61.6,5
554998,38.25,1
554999,186.7,16
555000,75.9,5
555001,71.4,1
555002,30.0,1
555003,15.0,1
555004,26.25,2
555008,175.2,1
555009,126.9,2
555011,23.8,2
555012,51.6,4
555015,117.45,6
555017,163.95,5
555025,208.85,11
555028,49.5,3
555070,7.95,1
555073,26.7,3
555076,65.7,4
555077,35.8,1
555091,31.8,2
555092,43.65,3
555093,68.0,3
555094,154.25,7
555095,676.6,10
555096,69.0,2
555104,816.0,1
555106,125.5,5
555107,67.35,2
555108,266.9,12
555109,110.05,8
555110,29.85,5
555111,31.95,2
555112,14.95,1
555113,25.5,1
555114,12.75,1
555116,170.85,6
555119,18.75,1
555124,132.85,9
555125,57.7,3
555127,51.0,1
555133,19.9,1
555147,320.2,8
555156,16.95,1
555157,133.35,4
555158,341.68,16
555159,9.95,1
555160,17.0,1
555161,15.0,1
555162,138.75,3
555164,277.2,2
555195,74.2,5
555198,67.15,4
555199,34.85,3
555200,9.95,1
555201,42.65,3
555202,21.85,3
555203,38.6,3
555207,33.75,2
555233,19.9,1
555234,87.45,3
555240,56.65,4
555241,125.45,5
555242,32.4,2
555247,99.3,2
555249,47.35,6
555251,234.3,7
555257,51.0,5
555260,29.8,4
555263,61.65,3
555264,46.9,5
555266,70.9,2
555279,50.7,6
555280,60.8,4
555281,47.75,3
555282,322.55,6
555284,332.9,5
555312,27.5,2
555340,120.8,9
555343,6.35,1
555344,14.45,2
555347,12.5,1
555348,159.55,10
555349,8.5,1
555350,211.1,12
555353,9.95,1
555356,162.0,1
555363,28.2,4
555367,15.0,1
555368,680.55,34
555383,100.75,9
555388,131.8,6
555389,204.0,1
555393,181.15,8
555395,34.0,1
555396,69.55,5
555399,17.9,1
555400,3860.64,36
555401,1394.4,12
555403,40.0,1
555405,63.6,4
555406,61.6,6
555407,15.0,1
555408,118.2,7
555410,51.0,1
555413,33.9,2
555415,78.15,2
555417,18.0,1
555418,908.85,11
555419,17.0,1
555420,61.75,4
555422,25.0,1
555470,28.0,1
555471,36.9,2
555472,67.5,1
555473,51.5,2
555476,126.1,8
555477,506.05,17
555479,130.8,1
555485,53.7,3
555486,12.75,1
555488,115.95,10
555490,1314.0,1
555491,135.0,2
555494,47.9,3
555495,34.0,1
555496,160.2,3
555498,77.05,4
555499,127.15,8
555501,65.1,3
555507,50.0,1
555508,140.2,6
555509,68.85,2
555513,629.1,1
555514,101.95,6
555515,550.2,17
555516,133.75,8
555517,155.2,3
555519,68.0,1
555520,74.1,10
555521,17.85,1
555522,56.85,2
555523,69.4,3
555524,134.15,6
555525,63.0,3
555527,191.85,3
555528,61.2,1
555531,257.8,2
555533,120.8,3
555536,68.0,3
555537,67.1,7
555538,54.8,2
555539,24.65,3
555540,51.35,4
555541,64.75,5
555542,184.7,7
555543,53.7,1
555544,29.85,1
555545,17.0,1
555547,184.85,7
555548,57.25,2
555551,34.0,2
555552,13.75,2
555553,67.8,3
555554,222.1,8
555556,141.3,5
555557,25.5,1
555558,80.75,4
555560,6.25,1
555562,131.15,6
555564,18.9,2
555565,70.0,4
555566,72.4,5
555567,20.9,2
555568,45.9,2
555569,224.4,4
555570,290.05,15
555572,190.3,7
555573,101.45,12
555574,253.95,12
555575,224.85,4
555577,82.15,5
555578,41.7,1
555579,68.0,1
555581,48.5,3
555582,43.65,3
555583,43.3,3
555584,57.9,3
555587,52.9,3
555588,52.3,3
555589,65.7,2
555591,114.28,3
555594,49.15,3
555601,57.5,1
555602,85.85,4
555603,17.85,1
555604,67.4,3
555626,128.7,5
555627,31.8,2
555628,159.05,6
555630,50.7,3
555631,58.2,6
555633,69.55,4
555634,66.0,2
555635,69.3,3
555637,15.9,1
555638,249.55,14
555640,162.3,3
555642,186.05,6
555644,88.75,5
555645,64.2,4
555647,199.05,8
555648,73.2,6
555650,337.5,15
555651,132.1,7
555654,31.8,2
555691,109.9,4
555695,25.5,1
555701,23.85,2
555704,34.0,1
555705,62.7,4
555719,171.3,6
555720,25.0,2
555721,45.0,1
555724,15.0,1
555725,34.0,1
555726,156.55,8
555728,85.45,10
555731,218.3,7
555732,71.4,3
555734,119.05,3
555735,46.0,1
555736,39.8,1
555737,29.9,1
555738,17.0,1
555739,60.9,2
555741,104.3,3
555742,250.0,1
555743,19.9,1
555745,69.5,3
555746,37.6,3
555751,34.0,1
555759,166.8,1
555810,19.9,1
555815,156.6,4
555818,196.2,1
555819,114.28,3
555829,33.0,1
555832,273.3,8
555835,316.75,22
555841,26.7,3
555842,71.25,2
555843,131.45,7
555844,34.3,4
555845,62.7,5
555846,114.8,6
555847,72.1,4
555848,54.8,3
555850,46.75,3
555851,99.35,9
555852,32.9,2
555853,34.35,4
555854,83.5,3
555855,161.7,5
555856,144.45,10
555858,75.0,2
555865,139.8,10
555866,71.4,1
555871,16.5,1
555872,70.2,4
555884,76.5,1
555896,134.5,4
555916,129.35,6
555917,191.25,2
555918,124.5,2
555920,923.52,1
555928,89.25,4
555929,223.9,3
555930,15.9,1
555931,251.45,6
555932,54.2,3
555933,16.5,1
555934,202.5,2
555936,16.5,1
555937,88.0,3
555938,129.05,5
555940,135.0,2
555941,18.0,1
555942,176.1,9
555943,120.0,1
555944,76.85,5
555945,470.7,6
555946,5.95,1
555947,191.25,4
555948,30.0,1
555949,212.95,6
555979,233.7,10
556009,34.35,2
556016,175.2,1
556017,96.5,3
556019,97.8,1
556020,19.9,1
556023,151.65,15
556032,304.85,7
556034,162.0,1
556036,33.0,2
556038,6.95,1
556040,49.65,3
556041,53.65,5
556042,172.2,10
556043,76.2,1
556044,56.85,3
556045,88.15,4
556047,153.0,1
556048,41.2,3
556049,175.2,1
556050,107.9,7
556051,124.45,6
556054,13.3,1
556056,26.6,3
556060,175.2,1
556062,130.8,1
556063,54.5,4
556067,42.6,2
556070,129.38,1
556071,45.5,3
556072,203.1,4
556084,49.8,2
556097,15.9,1
556098,62.5,1
556100,26.4,2
556102,72.65,3
556103,15.2,2
556104,25.5,1
556105,45.4,2
556106,98.4,4
556107,35.5,4
556109,73.15,4
556111,38.7,2
556112,31.8,2
556113,107.9,7
556114,18.0,1
556118,333.0,6
556125,44.75,3
556126,77.8,3
556127,246.9,4
556130,98.1,1
556139,79.9,1
556181,306.25,6
556182,26.15,3
556183,94.1,4
556184,17.85,1
556187,129.8,6
556189,26.95,2
556190,11.9,1
556194,36.0,1
556197,31.8,2
556198,111.45,6
556199,12.5,1
556201,19.9,1
556202,45.2,3
556203,15.0,1
556204,98.5,6
556205,46.15,3
556206,172.75,6
556207,17.0,2
556208,175.2,1
556216,65.4,2
556218,215.3,10
556219,163.5,8
556222,41.4,4
556228,115.2,2
556229,57.3,3
556230,113.6,2
556235,15.0,1
556238,127.6,1
556239,31.8,2
556241,460.7,16
556244,181.45,12
556245,150.25,10
556246,33.1,3
556247,48.6,3
556248,132.68,2
556253,123.4,6
556254,36.85,2
556257,115.7,6
556258,130.5,3
556259,156.8,6
556263,83.65,5
556264,361.0,3
556266,8.5,1
556271,51.6,2
556279,74.05,4
556280,145.15,8
556283,15.9,1
556284,32.65,2
556288,81.0,1
556290,120.9,5
556296,23.8,2
556303,54.6,3
556305,72.0,1
556323,366.35,2
556325,53.7,2
556329,88.3,4
556330,64.3,7
556341,267.9,12
556365,35.35,4
556408,15.9,2
556413,54.14,7
556415,1732.76,16
556416,119.1,4
556419,99.3,6
556425,18.45,2
556426,17.25,1
556432,142.95,5
556434,184.3,6
556435,51.0,3
556439,71.6,2
556440,193.0,2
556441,57.7,4
556443,618.9,8
556444,38970.0,1
556446,649.5,1
556455,176.2,2
556462,23.0,1
556463,36.0,1
556464,33.9,2
556465,87.0,7
556466,148.25,3
556467,72.1,4
556468,35.75,2
556469,54.0,1
556470,89.3,6
556471,50.0,1
556472,50.75,3
556473,86.15,10
556474,72.7,7
556475,136.55,11
556476,31.8,1
556477,45.7,2
556479,89.9,5
556483,43.4,6
556484,206.5,19
556485,143.1,7
556487,28.7,3
556488,98.9,6
556489,26.95,3
556490,186.7,8
556491,12.7,1
556494,133.5,5
556495,94.2,9
556497,45.4,2
556498,35.85,2
556500,33.4,2
556502,118.3,8
556503,178.45,10
556507,829.85,19
556508,53.85,2
556509,95.85,4
556510,245.0,7
556517,248.55,6
556520,50.85,5
556521,100.6,6
556526,18.0,1
556528,32.0,2
556529,88.5,2
556531,243.3,13
556534,12.75,1
556536,16.95,1
556537,41.8,2
556538,66.9,2
556539,98.5,6
556541,63.4,3
556542,39.8,4
556571,31.8,2
556572,74.25,2
556573,120.55,6
556574,15.0,1
556575,32.0,3
556576,27.89,4
556577,12.75,1
556578,190.5,3
556579,397.95,24
556580,135.55,7
556596,20.7,2
556629,52.75,3
556630,34.0,1
556632,93.15,6
556641,98.4,6
556642,17.85,2
556671,86.8,10
556672,39.95,3
556682,15.9,1
556684,83.4,1
556685,135.55,8
556719,34.0,2
556720,97.8,1
556721,195.55,4
556722,15.8,1
556723,1246.56,2
556724,15.9,1
556725,2496.0,1
556726,5006.64,4
556727,119.0,5
556728,14.2,2
556732,80.2,9
556733,103.35,7
556734,171.05,10
556740,12.5,1
556751,183.6,2
556767,48.0,3
556768,226.1,10
556776,62.55,6
556777,154.5,10
556778,215.8,15
556780,72.55,5
556781,211.75,12
556782,13.9,1
556784,316.3,18
556788,32.4,2
556790,81.25,6
556794,28.5,2
556795,9.95,1
556797,16.5,1
556804,157.68,3
556808,175.55,9
556814,104.3,6
556815,116.8,4
556816,185.4,2
556819,106.35,3
556820,85.35,3
556822,16.5,2
556829,169.7,5
556830,7.65,1
556831,160.0,1
556845,243.3,5
556876,14.9,2
556878,42.5,2
556879,86.19,8
556881,142.2,2
556882,42.8,2
556883,106.85,5
556886,117.45,6
556887,23.85,2
556890,31.8,1
556892,55.4,2
556903,57.6,6
556905,108.55,11
556906,93.4,5
556909,76.5,3
556910,113.25,6
556912,31.8,2
556913,31.8,1
556914,53.9,3
556915,73.3,4
556916,32.15,4
556917,1611.52,6
556922,6.35,1
556926,5.95,1
556927,606.6,2
556929,10.95,1
556935,17.0,1
556937,58.3,4
556942,9.95,1
556953,384.4,13
556954,15.9,1
556958,68.0,4
556959,32.85,1
556960,117.5,5
556969,46.95,2
556970,50.95,3
556998,102.0,1
557007,464.8,10
557009,83.15,5
557010,99.3,3
557011,37.5,1
557013,248.6,9
557015,85.0,2
557016,81.15,3
557019,59.2,7
557021,44.3,3
557023,11.9,1
557027,164.95,5
557033,87.2,4
557034,32.65,2
557039,12.75,1
557040,47.65,3
557055,36.0,1
557057,72.0,4
557063,55.55,3
557064,44.55,5
557066,13.9,1
557067,273.1,6
557069,89.7,3
557070,60.5,3
557103,74.8,3
557110,102.0,1
557113,50.0,1
557114,51.0,2
557115,154.8,5
557116,232.75,7
557117,31.8,2
557119,81.7,2
557120,17.0,1
557121,135.0,1
557122,16.95,1
557124,46.65,3
557126,19.9,1
557128,45.5,2
557129,137.05,12
557130,25.5,1
557131,34.0,1
557132,69.0,1
557136,209.25,11
557141,67.5,1
557143,529.7,6
557144,309.9,3
557145,74.05,3
557147,126.84,3
557150,128.0,4
557152,8.95,1
557153,66.65,4
557208,50.5,2
557210,74.6,6
557211,628.8,6
557213,66.05,5
557214,34.85,2
557217,571.85,16
557218,33.9,1
557221,37.95,4
557222,1081.35,30
557223,15.9,1
557225,65.4,1
557226,17.0,1
557227,23.0,1
557232,36.0,1
557235,74.65,4
557237,33.9,1
557247,542.1,5
557248,72.25,4
557250,32.95,2
557252,11.9,1
557257,345.3,4
557258,27.0,1
557260,60.4,4
557261,114.8,3
557262,9.95,1
557263,110.2,3
557265,77.06,3
557267,37.75,3
557268,259.15,16
557270,43.2,4
557271,124.05,7
557272,238.0,1
557273,28.4,2
557274,110.8,4
557278,175.5,6
557279,35.7,1
557280,67.5,1
557281,119.2,7
557283,7.95,1
557284,29.75,2
557286,153.21,2
557287,114.75,5
557289,59.25,4
557291,40.5,1
557293,118.9,8
557295,18.0,1
557296,9.95,1
557297,86.6,3
557298,13.3,1
557299,145.55,8
557301,152.6,8
557304,120.45,6
557305,30.55,4
557306,181.5,5
557307,17.85,1
557308,52.2,7
557309,14.95,1
557310,45.6,2
557311,140.15,9
557312,71.65,3
557314,28.0,1
557315,47.75,5
557317,87.75,7
557318,151.35,6
557319,109.55,5
557320,321.3,4
557322,149.9,7
557325,133.5,3
557326,87.4,3
557328,31.75,4
557349,34.9,2
557350,41.8,2
557389,103.15,6
557397,47.35,5
557406,12.5,1
557407,49.85,4
557409,157.9,4
557410,25.8,3
557426,83.5,8
557427,257.7,3
557431,121.75,8
557442,275.9,12
557466,349.6,5
557468,137.8,11
557469,47.9,5
557470,67.5,1
557471,275.5,2
557472,1304.4,19
557473,290.4,14
557474,67.5,1
557476,78.55,4
557483,18.0,1
557484,72.25,6
557489,69.9,2
557492,12.75,1
557499,59.0,3
557504,79.6,1
557524,24.95,1
557525,90.6,4
557526,31.8,1
557527,167.0,1
557528,137.2,6
557529,98.1,1
557560,105.85,5
557569,70.0,2
557570,59.2,7
557572,620.4,3
557577,14.95,1
557595,238.45,11
557598,7.95,1
557601,39.9,1
557603,137.6,6
557604,41.4,4
557605,25.0,1
557615,42.5,2
557616,30.6,2
557617,297.15,5
557618,67.5,1
557619,69.35,5
557620,19.9,1
557621,801.75,31
557625,128.2,3
